age,job,marital,education,default,balance,housing,loan,index
29,blue-collar,married,secondary,no,314,yes,yes,32598
46,blue-collar,married,primary,no,-175,yes,yes,32599
33,admin.,single,secondary,no,375,yes,no,32600
42,blue-collar,married,secondary,no,414,yes,no,32601
54,management,married,tertiary,no,6525,yes,no,32602
34,blue-collar,married,primary,no,329,yes,no,32603
34,admin.,single,secondary,no,598,yes,no,32604
33,management,single,tertiary,no,289,yes,no,32605
31,self-employed,single,tertiary,no,578,yes,no,32606
35,technician,divorced,secondary,no,48,yes,no,32607
31,admin.,single,secondary,no,223,yes,no,32608
33,blue-collar,single,secondary,no,264,yes,no,32609
43,admin.,married,secondary,no,214,yes,no,32610
54,blue-collar,married,primary,no,551,yes,no,32611
36,technician,divorced,secondary,no,253,yes,no,32612
36,management,single,tertiary,yes,-508,yes,no,32613
36,services,divorced,secondary,no,543,yes,no,32614
33,services,single,secondary,no,48,yes,no,32615
30,services,married,secondary,no,-43,yes,yes,32616
55,blue-collar,single,primary,no,1187,yes,no,32617
28,technician,single,secondary,no,16,no,no,32618
46,services,married,tertiary,no,523,yes,no,32619
30,blue-collar,single,unknown,no,306,yes,no,32620
32,blue-collar,single,secondary,no,782,yes,no,32621
32,student,single,secondary,no,329,yes,no,32622
39,blue-collar,married,primary,no,394,yes,no,32623
22,blue-collar,single,secondary,no,104,yes,no,32624
55,management,married,tertiary,no,505,yes,no,32625
35,blue-collar,married,primary,no,793,yes,no,32626
34,admin.,married,secondary,no,642,yes,no,32627
35,services,married,secondary,no,457,yes,no,32628
38,management,married,tertiary,no,-113,yes,no,32629
51,management,married,tertiary,no,615,yes,no,32630
36,entrepreneur,married,secondary,no,302,yes,no,32631
36,management,single,tertiary,no,953,yes,no,32632
52,blue-collar,married,secondary,no,3429,yes,no,32633
39,admin.,married,secondary,no,1408,yes,no,32634
39,admin.,single,secondary,no,1413,yes,no,32635
36,entrepreneur,married,tertiary,no,247,no,no,32636
37,services,married,secondary,no,1776,yes,yes,32637
34,management,married,tertiary,no,436,yes,no,32638
41,admin.,married,secondary,no,1010,yes,no,32639
38,technician,married,secondary,no,2264,yes,no,32640
35,services,married,secondary,no,195,yes,no,32641
48,blue-collar,married,secondary,no,1143,yes,no,32642
40,blue-collar,married,secondary,no,4795,yes,no,32643
45,technician,divorced,secondary,no,976,yes,no,32644
40,blue-collar,divorced,primary,no,190,yes,yes,32645
34,services,married,secondary,no,334,yes,no,32646
30,technician,married,secondary,no,398,yes,no,32647
33,blue-collar,single,secondary,no,3975,yes,yes,32648
34,technician,married,secondary,no,1641,yes,no,32649
43,admin.,married,secondary,no,316,yes,no,32650
55,services,married,secondary,no,2990,yes,no,32651
32,self-employed,married,primary,no,1074,yes,no,32652
30,blue-collar,married,secondary,no,2,yes,yes,32653
30,blue-collar,married,secondary,no,5,no,no,32654
37,technician,married,secondary,no,-90,yes,no,32655
34,blue-collar,divorced,primary,no,172,yes,no,32656
52,retired,married,primary,no,383,yes,yes,32657
44,entrepreneur,married,secondary,no,887,yes,no,32658
33,management,single,secondary,no,1558,yes,no,32659
22,blue-collar,single,secondary,no,-7,yes,no,32660
53,services,married,secondary,no,197,yes,no,32661
29,blue-collar,married,secondary,no,580,yes,yes,32662
28,services,single,secondary,no,437,yes,yes,32663
44,blue-collar,married,primary,no,228,yes,no,32664
31,blue-collar,married,primary,no,99,yes,no,32665
34,admin.,married,secondary,no,747,yes,yes,32666
40,technician,divorced,secondary,no,300,yes,yes,32667
34,admin.,married,secondary,no,21,no,no,32668
54,blue-collar,married,primary,no,736,yes,yes,32669
28,technician,married,secondary,no,675,yes,no,32670
34,technician,single,tertiary,no,0,yes,no,32671
37,management,married,tertiary,no,9269,yes,yes,32672
58,technician,married,secondary,no,1476,yes,no,32673
37,blue-collar,married,unknown,no,722,yes,no,32674
33,technician,divorced,secondary,no,273,yes,no,32675
36,blue-collar,single,secondary,no,275,yes,no,32676
32,blue-collar,married,secondary,no,9,yes,no,32677
28,services,single,secondary,no,3028,yes,no,32678
31,technician,single,tertiary,no,985,yes,no,32679
32,blue-collar,married,secondary,no,1912,yes,no,32680
34,management,married,tertiary,no,91,no,no,32681
54,admin.,married,secondary,no,426,yes,no,32682
40,technician,single,secondary,no,556,yes,no,32683
45,blue-collar,married,primary,no,271,yes,yes,32684
29,technician,single,secondary,no,205,yes,no,32685
34,admin.,married,secondary,no,-44,yes,yes,32686
32,blue-collar,married,secondary,no,225,yes,no,32687
56,services,single,secondary,no,1222,yes,yes,32688
74,management,married,tertiary,no,4515,no,no,32689
49,admin.,married,secondary,no,1096,yes,no,32690
39,admin.,married,secondary,no,260,yes,no,32691
38,blue-collar,married,secondary,no,825,yes,no,32692
34,blue-collar,single,secondary,no,-317,yes,no,32693
38,blue-collar,married,primary,no,398,yes,yes,32694
48,management,married,tertiary,no,408,yes,no,32695
31,admin.,married,secondary,no,8295,yes,no,32696
36,blue-collar,married,secondary,no,1272,yes,no,32697
30,admin.,single,secondary,no,69,yes,no,32698
79,retired,married,primary,no,3481,no,no,32699
38,management,married,tertiary,no,5432,yes,yes,32700
60,retired,married,primary,no,0,yes,no,32701
30,blue-collar,married,secondary,no,-6,yes,no,32702
36,management,single,tertiary,no,265,yes,no,32703
53,blue-collar,married,primary,no,2018,yes,yes,32704
34,services,married,secondary,no,2021,yes,yes,32705
30,blue-collar,married,secondary,no,578,yes,yes,32706
40,blue-collar,married,unknown,no,928,yes,no,32707
48,blue-collar,single,primary,no,185,yes,no,32708
41,housemaid,divorced,secondary,no,43,yes,no,32709
32,blue-collar,single,secondary,no,1415,yes,no,32710
30,housemaid,single,tertiary,no,2017,yes,no,32711
57,blue-collar,married,primary,no,93,yes,no,32712
39,self-employed,married,tertiary,no,-3058,yes,yes,32713
42,blue-collar,married,secondary,no,-256,yes,no,32714
40,blue-collar,married,secondary,no,1028,yes,yes,32715
46,blue-collar,married,secondary,no,229,yes,no,32716
39,technician,married,secondary,no,375,yes,yes,32717
41,blue-collar,married,secondary,no,382,yes,no,32718
42,services,married,secondary,no,115,yes,yes,32719
34,admin.,married,secondary,no,1467,yes,no,32720
50,admin.,divorced,tertiary,no,432,yes,no,32721
41,management,single,tertiary,no,598,yes,no,32722
48,technician,single,secondary,no,540,yes,no,32723
34,blue-collar,married,primary,no,277,yes,no,32724
53,retired,divorced,secondary,no,-172,yes,yes,32725
36,blue-collar,married,primary,no,733,yes,no,32726
33,blue-collar,married,primary,no,5,yes,no,32727
40,services,single,secondary,no,224,yes,no,32728
31,blue-collar,married,secondary,no,968,no,no,32729
29,management,married,tertiary,no,760,no,yes,32730
29,blue-collar,married,secondary,no,137,yes,no,32731
49,management,married,tertiary,no,5795,yes,no,32732
32,blue-collar,married,secondary,no,7107,yes,no,32733
38,management,married,tertiary,no,165,yes,no,32734
36,management,married,tertiary,no,-196,yes,yes,32735
35,management,single,tertiary,no,397,yes,no,32736
30,blue-collar,married,secondary,no,1171,yes,no,32737
33,admin.,married,primary,no,499,no,no,32738
30,admin.,single,secondary,no,390,yes,no,32739
34,services,married,secondary,no,4963,yes,no,32740
29,services,married,secondary,no,191,yes,no,32741
31,unemployed,married,secondary,no,375,yes,no,32742
33,blue-collar,married,secondary,no,26,yes,no,32743
41,blue-collar,married,secondary,no,475,yes,no,32744
33,blue-collar,married,primary,no,-219,yes,no,32745
43,blue-collar,divorced,secondary,no,-447,yes,no,32746
47,admin.,single,primary,no,683,no,no,32747
47,management,married,tertiary,no,385,yes,no,32748
38,technician,single,tertiary,no,2273,yes,no,32749
40,blue-collar,married,primary,no,572,yes,yes,32750
31,technician,married,secondary,no,4,yes,no,32751
36,blue-collar,married,primary,no,1010,yes,no,32752
45,blue-collar,married,primary,no,61,no,no,32753
41,technician,single,tertiary,no,445,yes,no,32754
37,admin.,married,primary,no,188,yes,no,32755
38,blue-collar,married,secondary,no,4771,yes,no,32756
47,blue-collar,married,secondary,no,8148,yes,no,32757
43,blue-collar,married,secondary,no,1127,yes,no,32758
37,blue-collar,married,primary,no,3154,yes,no,32759
37,blue-collar,married,primary,no,0,yes,no,32760
49,blue-collar,married,primary,no,816,yes,no,32761
31,technician,married,tertiary,no,1990,yes,yes,32762
33,technician,married,secondary,no,5833,yes,no,32763
36,blue-collar,married,secondary,no,142,yes,no,32764
33,management,married,tertiary,no,3669,yes,no,32765
51,blue-collar,married,secondary,no,528,yes,no,32766
35,management,married,tertiary,no,3217,yes,yes,32767
30,blue-collar,married,secondary,no,246,yes,no,32768
39,blue-collar,married,primary,no,390,yes,no,32769
29,technician,married,secondary,no,1180,yes,no,32770
39,management,married,secondary,no,315,yes,no,32771
32,management,single,tertiary,no,703,yes,no,32772
38,admin.,married,secondary,no,424,yes,no,32773
36,management,married,tertiary,no,-26,no,no,32774
41,services,married,primary,no,450,yes,no,32775
39,admin.,married,secondary,no,248,yes,no,32776
35,blue-collar,married,secondary,no,2200,yes,no,32777
38,admin.,divorced,secondary,no,382,yes,no,32778
34,services,married,tertiary,no,277,yes,no,32779
39,services,married,secondary,no,186,yes,no,32780
44,management,single,tertiary,no,1277,yes,no,32781
33,technician,married,secondary,no,9305,yes,no,32782
34,blue-collar,married,secondary,no,678,yes,no,32783
35,blue-collar,single,secondary,no,270,yes,no,32784
35,admin.,married,secondary,no,437,yes,no,32785
38,services,married,secondary,no,507,yes,no,32786
32,unemployed,single,secondary,no,199,yes,no,32787
32,technician,single,tertiary,no,-109,yes,yes,32788
38,technician,single,secondary,no,884,yes,yes,32789
37,blue-collar,married,secondary,no,395,yes,no,32790
61,retired,divorced,primary,no,876,no,no,32791
37,entrepreneur,married,secondary,no,209,yes,no,32792
36,self-employed,married,secondary,no,351,yes,no,32793
32,technician,single,secondary,no,801,yes,no,32794
52,blue-collar,married,primary,no,940,yes,no,32795
44,admin.,married,secondary,no,266,yes,no,32796
37,blue-collar,married,primary,no,3977,yes,no,32797
46,blue-collar,married,primary,no,85,yes,no,32798
45,blue-collar,married,primary,no,2348,yes,no,32799
34,management,married,tertiary,no,520,yes,no,32800
37,admin.,single,tertiary,no,3954,yes,no,32801
71,retired,married,primary,no,2988,no,no,32802
36,services,single,secondary,no,92,yes,no,32803
35,admin.,married,secondary,no,430,yes,no,32804
40,admin.,married,secondary,no,824,yes,no,32805
39,services,divorced,secondary,no,5873,no,no,32806
34,entrepreneur,single,tertiary,no,2945,yes,no,32807
55,management,married,secondary,no,566,yes,no,32808
31,services,married,secondary,no,371,yes,yes,32809
30,services,married,secondary,no,134,yes,no,32810
40,blue-collar,married,secondary,no,668,yes,no,32811
49,services,married,secondary,no,29,yes,no,32812
36,management,married,tertiary,no,696,no,no,32813
44,technician,married,secondary,no,-372,yes,no,32814
36,blue-collar,single,unknown,no,185,yes,yes,32815
43,technician,married,secondary,no,90,yes,no,32816
36,technician,single,secondary,yes,-487,yes,no,32817
35,blue-collar,married,secondary,no,199,yes,no,32818
59,services,divorced,primary,no,6290,yes,no,32819
24,blue-collar,married,secondary,no,-220,yes,no,32820
38,blue-collar,divorced,secondary,no,593,yes,no,32821
32,services,single,secondary,no,671,yes,no,32822
48,management,divorced,tertiary,no,266,yes,no,32823
33,blue-collar,divorced,unknown,yes,-274,yes,yes,32824
35,services,married,secondary,no,372,yes,no,32825
42,services,married,secondary,no,1545,yes,no,32826
32,blue-collar,married,primary,no,391,yes,no,32827
31,admin.,married,secondary,no,62,no,no,32828
46,management,single,tertiary,no,1631,yes,no,32829
58,blue-collar,married,secondary,no,221,yes,no,32830
30,blue-collar,single,secondary,no,1224,yes,no,32831
52,admin.,divorced,secondary,no,340,yes,no,32832
33,admin.,married,secondary,no,582,yes,no,32833
27,blue-collar,single,secondary,no,-116,yes,yes,32834
38,blue-collar,single,primary,no,0,yes,no,32835
35,blue-collar,married,secondary,no,528,yes,no,32836
30,services,married,tertiary,no,2025,yes,no,32837
54,self-employed,married,secondary,no,641,yes,no,32838
33,blue-collar,single,secondary,no,266,yes,yes,32839
37,management,married,tertiary,no,7785,yes,no,32840
33,self-employed,single,tertiary,no,301,yes,no,32841
42,housemaid,married,secondary,no,314,yes,yes,32842
42,blue-collar,married,secondary,no,250,yes,no,32843
33,blue-collar,married,secondary,no,2254,yes,no,32844
31,blue-collar,single,primary,no,817,yes,no,32845
45,technician,married,secondary,no,396,yes,no,32846
35,services,married,secondary,no,1728,yes,no,32847
34,technician,single,secondary,no,264,yes,no,32848
35,management,married,tertiary,no,193,yes,no,32849
30,admin.,single,tertiary,no,739,yes,no,32850
30,admin.,single,secondary,no,939,yes,no,32851
38,technician,married,secondary,no,710,yes,no,32852
37,management,single,tertiary,no,146,yes,no,32853
34,management,married,tertiary,no,11,yes,no,32854
48,blue-collar,single,primary,no,3688,yes,no,32855
37,blue-collar,married,secondary,no,982,yes,no,32856
26,self-employed,single,tertiary,no,3044,yes,yes,32857
30,blue-collar,married,secondary,no,393,yes,no,32858
25,technician,single,secondary,no,1105,yes,no,32859
40,blue-collar,married,primary,no,1802,yes,no,32860
32,blue-collar,married,primary,no,2114,yes,no,32861
28,admin.,married,secondary,no,254,no,yes,32862
47,admin.,married,secondary,no,-245,yes,no,32863
51,blue-collar,married,primary,no,1126,yes,no,32864
34,management,married,secondary,yes,879,yes,no,32865
35,blue-collar,married,unknown,no,520,yes,no,32866
30,blue-collar,married,secondary,no,658,yes,no,32867
33,technician,married,secondary,no,806,no,no,32868
32,admin.,single,secondary,no,103,yes,no,32869
29,blue-collar,married,secondary,no,297,yes,no,32870
28,management,single,tertiary,no,175,yes,no,32871
46,management,married,secondary,no,790,yes,no,32872
32,services,divorced,secondary,no,453,yes,no,32873
45,blue-collar,married,secondary,no,1577,yes,no,32874
35,services,married,secondary,no,586,yes,yes,32875
29,management,married,tertiary,no,103,yes,no,32876
28,housemaid,single,tertiary,no,19,no,no,32877
43,blue-collar,married,secondary,no,0,yes,no,32878
33,blue-collar,single,primary,no,557,yes,no,32879
33,admin.,single,secondary,no,91,yes,no,32880
30,entrepreneur,married,primary,no,495,yes,no,32881
41,admin.,married,secondary,no,1380,yes,no,32882
34,entrepreneur,married,primary,no,165,yes,no,32883
58,retired,married,primary,no,650,yes,yes,32884
30,management,single,tertiary,no,3392,yes,no,32885
60,retired,divorced,tertiary,no,381,yes,no,32886
31,admin.,single,secondary,no,0,no,no,32887
40,services,single,secondary,no,0,yes,no,32888
39,technician,married,secondary,no,625,yes,no,32889
28,management,married,tertiary,no,258,no,yes,32890
30,services,single,secondary,no,732,yes,no,32891
49,entrepreneur,married,secondary,no,687,yes,no,32892
29,services,single,secondary,no,441,yes,no,32893
41,blue-collar,married,primary,no,96,yes,yes,32894
38,blue-collar,married,secondary,no,194,yes,no,32895
29,blue-collar,married,secondary,no,602,yes,yes,32896
34,blue-collar,married,primary,no,3986,yes,no,32897
38,services,divorced,secondary,no,76,yes,no,32898
31,services,single,secondary,no,0,yes,no,32899
37,blue-collar,married,secondary,no,539,yes,yes,32900
31,management,single,tertiary,no,1130,yes,no,32901
33,services,married,secondary,no,-124,no,no,32902
30,technician,married,secondary,no,-280,yes,no,32903
48,entrepreneur,married,tertiary,no,0,yes,no,32904
49,blue-collar,married,secondary,no,2159,no,no,32905
31,technician,single,secondary,no,102,yes,no,32906
50,blue-collar,married,unknown,no,1389,yes,no,32907
28,blue-collar,single,secondary,no,1106,yes,no,32908
41,blue-collar,divorced,secondary,no,927,yes,no,32909
43,management,married,tertiary,no,175,yes,no,32910
47,services,divorced,primary,no,91,yes,no,32911
29,admin.,single,secondary,no,3432,yes,no,32912
35,management,single,tertiary,no,633,yes,no,32913
32,blue-collar,married,primary,no,-56,yes,yes,32914
42,blue-collar,married,secondary,no,705,yes,no,32915
36,blue-collar,divorced,secondary,no,313,yes,yes,32916
37,blue-collar,divorced,secondary,no,752,yes,no,32917
31,blue-collar,single,secondary,no,144,yes,no,32918
40,blue-collar,married,secondary,no,679,yes,no,32919
32,self-employed,divorced,primary,no,0,yes,no,32920
47,management,married,secondary,no,407,yes,no,32921
29,technician,single,secondary,no,674,no,no,32922
36,services,married,secondary,no,526,yes,no,32923
43,technician,divorced,secondary,no,773,yes,no,32924
50,technician,divorced,secondary,no,148,yes,no,32925
31,services,single,secondary,no,603,yes,yes,32926
35,blue-collar,married,secondary,no,603,yes,no,32927
31,blue-collar,single,secondary,no,1207,yes,no,32928
37,management,married,tertiary,no,860,yes,no,32929
34,blue-collar,married,primary,no,170,yes,yes,32930
44,blue-collar,married,secondary,no,797,yes,no,32931
38,management,single,tertiary,no,4082,yes,no,32932
25,self-employed,single,tertiary,no,1294,no,no,32933
37,blue-collar,married,primary,no,1796,yes,yes,32934
28,services,single,secondary,no,230,yes,yes,32935
34,blue-collar,married,tertiary,no,551,yes,no,32936
32,technician,single,secondary,no,28,yes,no,32937
27,management,single,tertiary,no,2821,yes,no,32938
53,management,married,tertiary,no,2124,yes,no,32939
35,admin.,married,secondary,no,3487,yes,no,32940
43,management,married,tertiary,no,9261,yes,no,32941
34,technician,married,tertiary,no,1806,yes,no,32942
42,housemaid,single,secondary,no,284,yes,no,32943
46,services,divorced,primary,no,3854,yes,no,32944
39,technician,married,primary,no,2118,yes,no,32945
33,management,married,tertiary,no,0,yes,no,32946
35,management,married,tertiary,no,451,yes,no,32947
37,blue-collar,married,primary,no,152,yes,no,32948
53,services,divorced,primary,no,778,yes,no,32949
53,admin.,divorced,secondary,no,-163,yes,no,32950
26,blue-collar,married,secondary,no,647,yes,no,32951
57,housemaid,married,tertiary,no,2326,no,no,32952
32,technician,married,secondary,no,4887,yes,no,32953
27,blue-collar,married,secondary,no,872,yes,no,32954
34,technician,married,secondary,no,260,yes,no,32955
49,blue-collar,married,secondary,no,1127,yes,yes,32956
40,technician,married,secondary,no,96,yes,yes,32957
29,blue-collar,single,secondary,no,1446,yes,no,32958
41,self-employed,married,secondary,no,323,yes,no,32959
34,management,single,tertiary,no,-444,yes,yes,32960
35,blue-collar,married,primary,no,443,yes,no,32961
70,retired,married,secondary,no,1024,no,no,32962
29,services,single,secondary,no,229,yes,no,32963
27,unemployed,married,secondary,no,724,yes,yes,32964
53,technician,divorced,secondary,no,281,yes,no,32965
39,blue-collar,married,secondary,no,284,yes,yes,32966
40,blue-collar,married,primary,no,119,yes,no,32967
31,blue-collar,married,primary,no,55,yes,yes,32968
31,blue-collar,married,secondary,no,505,yes,no,32969
39,services,married,secondary,no,946,yes,no,32970
47,blue-collar,divorced,secondary,no,3823,yes,yes,32971
35,management,single,tertiary,no,620,yes,no,32972
33,services,married,secondary,no,90,yes,no,32973
51,blue-collar,married,primary,no,216,yes,no,32974
39,services,married,secondary,no,247,yes,no,32975
57,blue-collar,married,secondary,no,621,yes,no,32976
50,blue-collar,married,primary,no,12519,yes,no,32977
38,blue-collar,married,secondary,no,566,yes,yes,32978
33,admin.,single,secondary,no,745,yes,no,32979
42,blue-collar,married,primary,no,875,yes,no,32980
24,blue-collar,married,secondary,no,204,yes,yes,32981
40,management,married,secondary,no,643,yes,no,32982
36,technician,single,tertiary,no,3241,yes,yes,32983
32,blue-collar,married,primary,no,77,yes,no,32984
31,technician,married,secondary,no,310,yes,no,32985
30,blue-collar,single,secondary,no,103,yes,no,32986
38,admin.,married,secondary,no,326,yes,no,32987
54,management,married,primary,no,630,yes,no,32988
36,admin.,married,tertiary,no,157,yes,no,32989
30,services,single,secondary,no,-172,yes,yes,32990
48,blue-collar,married,primary,no,551,yes,yes,32991
32,blue-collar,married,secondary,no,298,yes,no,32992
29,blue-collar,married,secondary,no,577,yes,no,32993
32,housemaid,married,secondary,no,30,yes,no,32994
35,blue-collar,married,secondary,no,913,yes,no,32995
31,blue-collar,married,secondary,no,604,yes,no,32996
36,blue-collar,married,secondary,no,0,yes,no,32997
38,self-employed,married,secondary,no,-17,yes,no,32998
38,admin.,married,tertiary,no,69,no,no,32999
35,management,single,tertiary,no,1045,yes,no,33000
35,blue-collar,married,primary,no,373,no,no,33001
37,services,divorced,primary,no,260,yes,no,33002
45,blue-collar,married,unknown,no,349,yes,no,33003
36,management,married,tertiary,no,549,yes,no,33004
47,management,married,tertiary,no,6637,yes,no,33005
35,services,married,unknown,no,1935,yes,no,33006
34,admin.,single,secondary,no,846,yes,no,33007
31,technician,single,secondary,no,579,yes,yes,33008
36,blue-collar,married,secondary,no,1949,yes,no,33009
36,blue-collar,married,secondary,no,928,no,no,33010
46,blue-collar,married,secondary,no,961,yes,no,33011
35,technician,single,secondary,no,362,yes,no,33012
23,technician,single,secondary,no,28,yes,no,33013
40,technician,married,secondary,no,1270,no,no,33014
51,blue-collar,married,secondary,no,1329,yes,yes,33015
28,services,married,secondary,no,-112,yes,yes,33016
74,retired,married,secondary,no,921,no,no,33017
32,admin.,married,secondary,no,923,yes,no,33018
35,blue-collar,married,secondary,no,1207,yes,no,33019
42,blue-collar,married,primary,no,1673,yes,no,33020
30,blue-collar,single,secondary,no,1012,yes,no,33021
40,admin.,married,secondary,no,1060,yes,no,33022
50,blue-collar,married,primary,no,104,yes,no,33023
53,technician,married,secondary,no,5303,yes,no,33024
56,blue-collar,married,secondary,no,1686,no,no,33025
26,admin.,single,secondary,no,1375,yes,no,33026
29,blue-collar,married,primary,no,459,yes,yes,33027
33,technician,single,tertiary,no,1190,yes,no,33028
34,blue-collar,married,secondary,no,3186,yes,no,33029
40,management,married,tertiary,no,640,yes,no,33030
42,blue-collar,married,primary,no,2003,yes,no,33031
32,admin.,single,secondary,no,620,no,no,33032
37,technician,single,tertiary,no,6889,yes,no,33033
46,services,divorced,secondary,no,864,yes,no,33034
35,entrepreneur,single,tertiary,no,1295,yes,no,33035
47,blue-collar,married,secondary,no,1388,yes,no,33036
44,blue-collar,married,primary,no,-93,yes,no,33037
32,blue-collar,married,primary,no,1504,yes,no,33038
42,admin.,divorced,tertiary,no,6,yes,yes,33039
23,admin.,single,secondary,no,0,yes,no,33040
47,blue-collar,married,secondary,no,1203,yes,no,33041
39,admin.,married,secondary,no,456,yes,no,33042
38,admin.,married,secondary,no,0,yes,yes,33043
33,blue-collar,single,secondary,no,476,yes,yes,33044
41,technician,married,secondary,no,4004,no,no,33045
31,technician,single,secondary,no,1970,no,no,33046
46,technician,married,secondary,no,6993,yes,no,33047
37,admin.,married,secondary,no,6127,yes,no,33048
36,admin.,divorced,primary,no,1127,yes,no,33049
37,self-employed,single,primary,no,235,yes,no,33050
32,technician,married,secondary,no,94,yes,no,33051
49,technician,married,unknown,no,1359,no,no,33052
58,retired,married,primary,no,1351,yes,no,33053
34,services,married,secondary,no,241,yes,no,33054
46,services,married,secondary,no,9077,yes,no,33055
30,admin.,single,secondary,no,613,yes,no,33056
59,management,married,tertiary,no,82,yes,no,33057
40,blue-collar,married,primary,no,106,yes,no,33058
31,technician,single,secondary,no,538,yes,no,33059
33,blue-collar,married,primary,no,-3,yes,no,33060
38,blue-collar,single,secondary,no,13156,yes,no,33061
37,blue-collar,single,secondary,no,1127,yes,no,33062
32,services,single,secondary,no,49,yes,no,33063
38,management,single,tertiary,no,667,yes,no,33064
56,technician,married,secondary,no,378,yes,yes,33065
37,housemaid,married,primary,no,94,yes,no,33066
44,management,divorced,tertiary,no,213,yes,no,33067
38,admin.,married,primary,no,3913,yes,no,33068
32,management,single,tertiary,no,656,yes,yes,33069
26,technician,single,secondary,no,181,no,no,33070
24,blue-collar,single,secondary,no,-424,yes,no,33071
21,blue-collar,single,secondary,no,1385,yes,no,33072
36,blue-collar,married,secondary,no,1589,yes,no,33073
32,admin.,married,secondary,no,413,yes,no,33074
35,self-employed,single,tertiary,no,329,yes,no,33075
30,management,single,tertiary,no,638,yes,no,33076
28,blue-collar,married,secondary,no,1843,yes,no,33077
37,blue-collar,married,secondary,no,16727,yes,no,33078
50,admin.,married,secondary,no,663,yes,no,33079
22,student,single,secondary,no,3982,no,no,33080
45,blue-collar,married,secondary,no,-258,yes,no,33081
33,blue-collar,married,secondary,no,1722,yes,no,33082
39,management,single,tertiary,no,1340,yes,no,33083
50,blue-collar,married,primary,no,4121,yes,yes,33084
32,services,single,secondary,no,659,yes,no,33085
52,technician,married,secondary,no,386,no,no,33086
40,technician,married,primary,no,284,yes,no,33087
42,blue-collar,married,unknown,no,732,yes,no,33088
32,admin.,married,secondary,no,20011,no,no,33089
28,blue-collar,married,secondary,no,1021,yes,no,33090
30,management,single,secondary,no,161,yes,no,33091
43,services,married,secondary,no,1625,yes,no,33092
46,technician,married,secondary,no,0,no,no,33093
37,blue-collar,married,secondary,no,2697,yes,no,33094
50,entrepreneur,married,primary,no,431,yes,no,33095
32,management,married,tertiary,no,101,yes,yes,33096
32,blue-collar,married,secondary,no,112,yes,no,33097
35,blue-collar,married,primary,no,1347,yes,yes,33098
37,blue-collar,married,secondary,no,903,yes,no,33099
32,entrepreneur,married,secondary,no,-242,yes,no,33100
30,services,single,unknown,no,138,yes,no,33101
49,technician,married,secondary,no,-147,yes,no,33102
42,blue-collar,married,primary,no,1156,yes,no,33103
36,admin.,single,secondary,no,733,yes,no,33104
32,blue-collar,married,secondary,no,17332,yes,yes,33105
31,blue-collar,married,secondary,no,2289,yes,yes,33106
31,blue-collar,single,primary,no,2488,yes,no,33107
38,services,married,secondary,no,0,yes,no,33108
34,blue-collar,married,secondary,no,2076,yes,no,33109
36,management,married,tertiary,no,535,no,no,33110
32,services,single,secondary,no,808,yes,no,33111
31,management,divorced,tertiary,no,1742,yes,no,33112
29,blue-collar,married,secondary,no,1238,yes,no,33113
41,blue-collar,married,secondary,no,563,yes,no,33114
28,technician,married,secondary,no,1086,yes,no,33115
42,blue-collar,married,secondary,no,165,no,no,33116
32,blue-collar,single,secondary,no,395,yes,yes,33117
52,technician,married,tertiary,no,646,yes,no,33118
34,admin.,married,secondary,no,-314,yes,yes,33119
33,technician,married,secondary,no,359,yes,no,33120
34,blue-collar,single,secondary,no,0,yes,no,33121
32,blue-collar,single,secondary,no,3044,yes,no,33122
39,technician,married,secondary,no,834,yes,yes,33123
61,management,single,tertiary,no,2,no,no,33124
22,student,single,secondary,no,466,yes,no,33125
37,blue-collar,married,primary,no,287,yes,no,33126
37,blue-collar,married,primary,no,15,yes,yes,33127
56,technician,married,secondary,no,0,yes,no,33128
32,technician,married,secondary,no,286,no,no,33129
31,technician,single,secondary,no,1222,yes,no,33130
45,blue-collar,married,primary,no,658,yes,no,33131
36,blue-collar,married,primary,no,345,yes,no,33132
32,services,married,secondary,no,197,yes,no,33133
28,management,single,secondary,no,2840,no,no,33134
47,management,married,primary,no,1122,yes,no,33135
35,management,married,tertiary,no,43,yes,no,33136
57,admin.,married,primary,no,202,yes,no,33137
33,blue-collar,married,primary,no,217,yes,no,33138
32,admin.,single,secondary,no,-45,yes,no,33139
43,technician,married,primary,no,2586,yes,no,33140
35,management,married,tertiary,no,1473,yes,no,33141
40,blue-collar,married,primary,no,2364,yes,no,33142
56,unemployed,divorced,secondary,no,283,yes,yes,33143
57,technician,married,tertiary,no,3082,yes,yes,33144
46,blue-collar,married,primary,no,292,yes,no,33145
56,services,single,secondary,no,699,yes,no,33146
58,retired,married,primary,no,745,yes,no,33147
46,blue-collar,divorced,secondary,no,168,yes,no,33148
40,blue-collar,single,secondary,no,169,yes,no,33149
36,management,married,tertiary,no,928,yes,no,33150
30,technician,single,secondary,no,513,yes,no,33151
46,management,married,primary,no,3229,yes,no,33152
34,management,single,tertiary,no,8038,yes,no,33153
52,services,divorced,secondary,no,1430,yes,no,33154
31,blue-collar,single,primary,no,71,yes,no,33155
29,admin.,married,secondary,no,1489,yes,no,33156
41,blue-collar,married,secondary,no,1334,yes,no,33157
35,technician,married,secondary,no,8,yes,yes,33158
34,management,single,tertiary,no,5452,no,no,33159
43,admin.,married,secondary,no,101,yes,no,33160
50,blue-collar,married,primary,no,3304,yes,no,33161
